Primary NAICS,Chemical,Clean Air Act Chemical,Metal,Metal Category,Carci0gen,Unit of Measure,Total Releases
331315,MANGANESE,1,1,1,0,Pounds,2166
331511,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,1,0,Pounds,2748.3
331511,COBALT COMPOUNDS,1,1,1,1,Pounds,23689.2
331511,LEAD COMPOUNDS,1,1,1,0,Pounds,1612.45
331511,MANGANESE COMPOUNDS,1,1,1,0,Pounds,94451
331511,ZINC COMPOUNDS,0,1,1,0,Pounds,3608
311513,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
334111,LEAD,1,1,1,1,Pounds,48.2
331221,NICKEL,1,1,1,1,Pounds,10
334111,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,1
336412,NICKEL,1,1,1,1,Pounds,0.3
311511,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
311511,NITRIC ACID,0,0,0,0,Pounds,1
332999,COPPER,0,1,1,0,Pounds,464.6
339112,O-XYLENE,1,0,0,0,Pounds,1207
334210,LEAD,1,1,1,1,Pounds,0
327999,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
325199,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,5
221112,AMMONIA,0,0,0,0,Pounds,3856
326150,TOLUENE,1,0,0,0,Pounds,4472
334111,COPPER COMPOUNDS,0,1,1,0,Pounds,2266
325199,CHLORINE,1,0,0,0,Pounds,250
325199,CHLOROACETIC ACID,1,0,0,0,Pounds,505
325199,ETHYLENE GLYCOL,1,0,0,0,Pounds,0
325199,PHE0L,1,0,0,0,Pounds,530
331111,LEAD,1,1,1,1,Pounds,10.3
322121,ACETALDEHYDE,1,0,0,1,Pounds,36054
322121,AMMONIA,0,0,0,0,Pounds,38417
322121,CHLORINE,1,0,0,0,Pounds,1125
322121,FORMALDEHYDE,1,0,0,1,Pounds,7579
322121,LEAD COMPOUNDS,1,1,1,0,Pounds,1552
322121,MANGANESE COMPOUNDS,1,1,1,0,Pounds,68711
322121,ZINC COMPOUNDS,0,1,1,0,Pounds,9687
337122,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.1196
335999,CHROMIUM,1,1,1,1,Pounds,0.8
335999,COPPER,0,1,1,0,Pounds,6.1
322121,AMMONIA,0,0,0,0,Pounds,39550
322121,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,1.77
322121,CHLORINE,1,0,0,0,Pounds,606
322121,NITRATE COMPOUNDS,0,0,0,0,Pounds,3620080
322121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,28.3
325998,COPPER COMPOUNDS,0,1,1,0,Pounds,0
311520,AMMONIA,0,0,0,0,Pounds,1086
221112,AMMONIA,0,0,0,0,Pounds,255
311821,AMMONIA,0,0,0,0,Pounds,32868
339991,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,35
332721,LEAD,1,1,1,1,Pounds,0.2686459
332811,AMMONIA,0,0,0,0,Pounds,2100
334412,COPPER COMPOUNDS,0,1,1,0,Pounds,5141.5
334412,ETHYLENE GLYCOL,1,0,0,0,Pounds,45.5
334412,FORMALDEHYDE,1,0,0,1,Pounds,386
334412,NITRIC ACID,0,0,0,0,Pounds,308
323111,COPPER,0,1,1,0,Pounds,5
334412,TETRABROMOBISPHE0L A,0,0,0,1,Pounds,0.9994
334412,TOLUENE,1,0,0,0,Pounds,1810
325211,"2,4-DIMETHYLPHE0L",0,0,0,0,Pounds,505
325211,ANTIMONY COMPOUNDS,1,1,1,0,Pounds,515
325211,COPPER COMPOUNDS,0,1,1,0,Pounds,4810
325211,NITRATE COMPOUNDS,0,0,0,0,Pounds,150000
325211,PHE0L,1,0,0,0,Pounds,4405
325211,STYRENE,1,0,0,1,Pounds,5005
336399,CHROMIUM,1,1,1,1,Pounds,33.699
336399,MANGANESE,1,1,1,0,Pounds,41.798
331492,ANTIMONY COMPOUNDS,1,1,1,0,Pounds,189
331492,ARSENIC COMPOUNDS,1,1,1,0,Pounds,5733.5
331492,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,1,0,Pounds,5
331492,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.18
331492,LEAD COMPOUNDS,1,1,1,0,Pounds,30523.18
333611,CHROMIUM,1,1,1,1,Pounds,75.94
333611,COPPER,0,1,1,0,Pounds,371.67
333611,NICKEL,1,1,1,1,Pounds,7.47
325211,TETRABROMOBISPHE0L A,0,0,0,1,Pounds,230
325211,TOLUENE,1,0,0,0,Pounds,76515
325211,ZINC COMPOUNDS,0,1,1,0,Pounds,2710
339113,N-HEXANE,1,0,0,0,Pounds,536
339113,TOLUENE,1,0,0,0,Pounds,586
333612,COPPER,0,1,1,0,Pounds,265
333612,LEAD,1,1,1,1,Pounds,0.65
333612,METHANOL,1,0,0,0,Pounds,500
327212,LEAD COMPOUNDS,1,1,1,0,Pounds,8.42
327212,ZINC COMPOUNDS,0,1,1,0,Pounds,467
311211,BROMOMETHANE,1,0,0,0,Pounds,13050
332312,SEC-BUTYL ALCOHOL,0,0,0,0,Pounds,9204
339999,ANTIMONY,1,1,1,0,Pounds,159
339999,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,9
323110,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,30236
331314,LEAD,1,1,1,1,Pounds,149
334220,LEAD,1,1,1,1,Pounds,0
325188,CHLORINE,1,0,0,0,Pounds,1275
324121,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.0067
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,1.134
331422,ANTIMONY COMPOUNDS,1,1,1,0,Pounds,463
331422,COPPER,0,1,1,0,Pounds,0
331422,LEAD,1,1,1,1,Pounds,0
337127,NICKEL,1,1,1,1,Pounds,5
311513,NITRATE COMPOUNDS,0,0,0,0,Pounds,931881.9
311513,NITRIC ACID,0,0,0,0,Pounds,0
333911,COPPER,0,1,1,0,Pounds,568
333911,NICKEL,1,1,1,1,Pounds,255
325991,STYRENE,1,0,0,1,Pounds,7741
325998,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,0.197
325998,FORMIC ACID,0,0,0,0,Pounds,1.54
331512,COBALT,1,1,1,1,Pounds,585
331512,NICKEL,1,1,1,1,Pounds,1430
562112,ETHYLENE GLYCOL,1,0,0,0,Pounds,23
562112,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
562112,ETHYLENE GLYCOL,1,0,0,0,Pounds,36
562112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
562112,ETHYLENE GLYCOL,1,0,0,0,Pounds,15
562112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
562112,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
562112,METHANOL,1,0,0,0,Pounds,231
562112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
562112,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
562112,LEAD,1,1,1,1,Pounds,0
221112,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,1.2
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,116.64
332813,COPPER COMPOUNDS,0,1,1,0,Pounds,115
332813,LEAD COMPOUNDS,1,1,1,0,Pounds,65.8
332813,NICKEL COMPOUNDS,1,1,1,0,Pounds,111
333315,DICHLOROMETHANE,1,0,0,1,Pounds,24389
331312,COPPER,0,1,1,0,Pounds,250
331312,PHOSPHORUS (YELLOW OR WHITE),1,0,0,0,Pounds,250
325998,CHLORINE,1,0,0,0,Pounds,1.08
325998,METHANOL,1,0,0,0,Pounds,0.51
325998,NITRATE COMPOUNDS,0,0,0,0,Pounds,1.77
333315,METHYL ISOBUTYL KETONE,1,0,0,0,Pounds,2794
333315,TOLUENE,1,0,0,0,Pounds,396
332813,LEAD,1,1,1,1,Pounds,50
611310,COPPER,0,1,1,0,Pounds,18160
611310,LEAD COMPOUNDS,1,1,1,0,Pounds,21716.6
325412,ZINC COMPOUNDS,0,1,1,0,Pounds,5425.51
336350,COPPER,0,1,1,0,Pounds,222
336350,LEAD COMPOUNDS,1,1,1,0,Pounds,28.45
336350,NICKEL,1,1,1,1,Pounds,0
335314,LEAD,1,1,1,1,Pounds,4
334513,LEAD,1,1,1,1,Pounds,49.64
326191,METHYL METHACRYLATE,1,0,0,0,Pounds,219
327992,2-ETHOXYETHANOL,0,0,0,0,Pounds,3.25
327992,BENZENE,1,0,0,1,Pounds,1.15
327992,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,6.07
327992,CHLOROFORM,1,0,0,1,Pounds,0.3
327992,DI(2-ETHYLHEXYL) PHTHALATE,1,0,0,1,Pounds,2.4
327992,DIBUTYL PHTHALATE,1,0,0,0,Pounds,18.35
327992,DIMETHYL SULFATE,1,0,0,1,Pounds,0.12
327992,ETHYL ACRYLATE,1,0,0,1,Pounds,2.4
327992,ETHYLBENZENE,1,0,0,0,Pounds,26.1
327992,ETHYLENE GLYCOL,1,0,0,0,Pounds,156.31
327992,FORMALDEHYDE,1,0,0,1,Pounds,64.46
327992,FORMIC ACID,0,0,0,0,Pounds,2.19
327992,LEAD,1,1,1,1,Pounds,7.4108
327992,METHYL ISOBUTYL KETONE,1,0,0,0,Pounds,28.25
327992,METHYL METHACRYLATE,1,0,0,0,Pounds,3.99
327992,N-BUTYL ALCOHOL,0,0,0,0,Pounds,231.47
327992,N-METHYL-2-PYRROLIDONE,0,0,0,0,Pounds,4.45
327992,NAPHTHALENE,1,0,0,0,Pounds,2.93
327992,NITROBENZENE,1,0,0,0,Pounds,0.39
327992,PHE0L,1,0,0,0,Pounds,33.17
327992,PYRIDINE,0,0,0,0,Pounds,139.27
327992,STYRENE,1,0,0,1,Pounds,20.22
325992,DIETHANOLAMINE,1,0,0,0,Pounds,0
325992,HYDROQUI0NE,1,0,0,0,Pounds,1800
327992,VINYL ACETATE,1,0,0,1,Pounds,2.4
327992,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,102.26
311942,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,136623.7
311942,MERCURY,1,1,1,0,Pounds,20.94
324121,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,35.41
332722,CHROMIUM,1,1,1,1,Pounds,255
334418,LEAD,1,1,1,1,Pounds,0
336399,COPPER,0,1,1,0,Pounds,11.6
424710,BENZENE,1,0,0,1,Pounds,286
424710,ETHYLBENZENE,1,0,0,0,Pounds,67
424710,N-HEXANE,1,0,0,0,Pounds,802
424710,NAPHTHALENE,1,0,0,0,Pounds,13
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
336211,ETHYLENE GLYCOL,1,0,0,0,Pounds,0
325193,MERCURY COMPOUNDS,1,1,1,0,Pounds,50
325199,DIPHENYLAMINE,0,0,0,0,Pounds,1635
325199,HYDROQUI0NE,1,0,0,0,Pounds,12
325199,O-XYLENE,1,0,0,0,Pounds,10037
424710,TOLUENE,1,0,0,0,Pounds,703
334413,LEAD,1,1,1,1,Pounds,1
325910,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
424710,BENZENE,1,0,0,1,Pounds,111
424710,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,0,Pounds,32
424710,NAPHTHALENE,1,0,0,0,Pounds,6
424710,TOLUENE,1,0,0,0,Pounds,284
322121,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.0084
322121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.061
336370,MANGANESE,1,1,1,0,Pounds,3
333911,CHROMIUM,1,1,1,1,Pounds,33
333911,DIISOCYANATES,1,0,0,0,Pounds,0
333911,MANGANESE,1,1,1,0,Pounds,7
332321,COPPER,0,1,1,0,Pounds,505
331492,CHROMIUM,1,1,1,1,Pounds,3
331492,COBALT,1,1,1,1,Pounds,5
336510,COPPER,0,1,1,0,Pounds,2
324121,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.024
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.62
221112,AMMONIA,0,0,0,0,Pounds,5689
221112,AMMONIA,0,0,0,0,Pounds,40000
221119,AMMONIA,0,0,0,0,Pounds,1327
326150,ZINC COMPOUNDS,0,1,1,0,Pounds,3200
332312,LEAD,1,1,1,1,Pounds,1.27
221112,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.963
221112,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,17207
221112,LEAD COMPOUNDS,1,1,1,0,Pounds,3393.07
221112,MERCURY COMPOUNDS,1,1,1,0,Pounds,102.7
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,7.225
332312,MANGANESE,1,1,1,0,Pounds,96.84
332312,NICKEL,1,1,1,1,Pounds,4.86
336391,CHROMIUM,1,1,1,1,Pounds,362
336391,COPPER,0,1,1,0,Pounds,59
336391,MANGANESE,1,1,1,0,Pounds,234
336391,NICKEL,1,1,1,1,Pounds,365
112120,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
327320,LEAD,1,1,1,1,Pounds,0.4211
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.3
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.3
327320,LEAD,1,1,1,1,Pounds,0.36809
311511,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
336413,LEAD,1,1,1,1,Pounds,0
112120,NITRIC ACID,0,0,0,0,Pounds,0
221112,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.01245
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.32
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,4577
424710,NAPHTHALENE,1,0,0,0,Pounds,7
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.8
424710,NAPHTHALENE,1,0,0,0,Pounds,0
332722,COPPER,0,1,1,0,Pounds,255
327320,LEAD,1,1,1,1,Pounds,0.19
334418,LEAD,1,1,1,1,Pounds,0.047
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,749
424710,CYCLOHEXANE,0,0,0,0,Pounds,1349
424710,ETHYLBENZENE,1,0,0,0,Pounds,752
335929,COPPER,0,1,1,0,Pounds,6
326199,DIISOCYANATES,1,0,0,0,Pounds,1817
322121,FORMALDEHYDE,1,0,0,1,Pounds,377
322121,METHANOL,1,0,0,0,Pounds,9735
322121,PHE0L,1,0,0,0,Pounds,493
424710,N-HEXANE,1,0,0,0,Pounds,750
424710,NAPHTHALENE,1,0,0,0,Pounds,762
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.049
325510,LEAD COMPOUNDS,1,1,1,0,Pounds,0.69
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,222.32
424710,BENZENE,1,0,0,1,Pounds,721.09
424710,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,0,Pounds,217.09
424710,LEAD COMPOUNDS,1,1,1,0,Pounds,0
424710,N-HEXANE,1,0,0,0,Pounds,514.19
424710,NAPHTHALENE,1,0,0,0,Pounds,4.31
424710,TOLUENE,1,0,0,0,Pounds,964.54
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,543.07
424710,BENZENE,1,0,0,1,Pounds,450.01
424710,ETHYLBENZENE,1,0,0,0,Pounds,219.01
424710,N-HEXANE,1,0,0,0,Pounds,624.6
424710,NAPHTHALENE,1,0,0,0,Pounds,159.48
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,538.01
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,97.01
424710,BENZENE,1,0,0,1,Pounds,8.23
424710,ETHYLBENZENE,1,0,0,0,Pounds,16
424710,LEAD COMPOUNDS,1,1,1,0,Pounds,0
424710,N-HEXANE,1,0,0,0,Pounds,88.01
424710,NAPHTHALENE,1,0,0,0,Pounds,4.01
424710,TOLUENE,1,0,0,0,Pounds,77
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,97
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,239.21
424710,BENZENE,1,0,0,1,Pounds,374.04
424710,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,0,Pounds,110.04
424710,N-HEXANE,1,0,0,0,Pounds,454.21
424710,NAPHTHALENE,1,0,0,0,Pounds,90.12
424710,TOLUENE,1,0,0,0,Pounds,556.04
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,556.04
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,102.96
424710,ETHYLBENZENE,1,0,0,0,Pounds,146.81
424710,N-HEXANE,1,0,0,0,Pounds,292.19
424710,NAPHTHALENE,1,0,0,0,Pounds,72.48
326211,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,4.202
326211,COBALT COMPOUNDS,1,1,1,1,Pounds,68
326211,LEAD COMPOUNDS,1,1,1,0,Pounds,10.35
331314,CHROMIUM,1,1,1,1,Pounds,1290.42
331314,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,1.24684
311513,NITRIC ACID,0,0,0,0,Pounds,0
331314,MANGANESE,1,1,1,0,Pounds,61770.05
337211,TOLUENE,1,0,0,0,Pounds,9775.1
327310,LEAD COMPOUNDS,1,1,1,0,Pounds,7.27
311513,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.00139
311513,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
332410,COPPER,0,1,1,0,Pounds,59.14
332410,MANGANESE,1,1,1,0,Pounds,9.27
332410,NICKEL,1,1,1,1,Pounds,14.92
331111,CHROMIUM,1,1,1,1,Pounds,819
331111,COBALT,1,1,1,1,Pounds,109
331111,COPPER,0,1,1,0,Pounds,330
331111,MANGANESE,1,1,1,0,Pounds,778
331111,NITRATE COMPOUNDS,0,0,0,0,Pounds,8798
331111,NITRIC ACID,0,0,0,0,Pounds,903
332999,LEAD,1,1,1,1,Pounds,255
311513,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
311513,NITRIC ACID,0,0,0,0,Pounds,24
334515,COPPER,0,1,1,0,Pounds,0
334515,LEAD,1,1,1,1,Pounds,0.014
221112,LEAD COMPOUNDS,1,1,1,0,Pounds,241
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,1.8
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,63705
221112,AMMONIA,0,0,0,0,Pounds,2483
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.144
331521,LEAD COMPOUNDS,1,1,1,0,Pounds,0
331521,NICKEL COMPOUNDS,1,1,1,0,Pounds,0
221112,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.1
332813,NITRIC ACID,0,0,0,0,Pounds,100
324121,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.007
221112,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.0717
221112,COBALT COMPOUNDS,1,1,1,1,Pounds,10281.5
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.4904
221112,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,26617
221112,MERCURY,1,1,1,0,Pounds,8.0004
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,1.5
332710,NITRATE COMPOUNDS,0,0,0,0,Pounds,10
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.4
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,20000
326113,ANTIMONY COMPOUNDS,1,1,1,0,Pounds,5107
326113,BUTYL ACRYLATE,0,0,0,0,Pounds,35
326113,METHYL METHACRYLATE,1,0,0,0,Pounds,216071
326113,N-METHYL-2-PYRROLIDONE,0,0,0,0,Pounds,164
326113,ZINC COMPOUNDS,0,1,1,0,Pounds,22362
339115,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
221112,VANADIUM COMPOUNDS,0,1,1,0,Pounds,139286.9
325520,MERCURY COMPOUNDS,1,1,1,0,Pounds,0.05
325520,N-METHYL-2-PYRROLIDONE,0,0,0,0,Pounds,250
424690,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,28
327310,LEAD COMPOUNDS,1,1,1,0,Pounds,5.6
327310,MANGANESE COMPOUNDS,1,1,1,0,Pounds,94.1
325520,"TOLUENE-2,4-DIISOCYANATE",1,0,0,1,Pounds,139.39
325520,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,250
324121,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.015
325193,ACROLEIN,1,0,0,0,Pounds,3988.87
325193,METHANOL,1,0,0,0,Pounds,2279.59
327310,MERCURY COMPOUNDS,1,1,1,0,Pounds,0.017
327310,NICKEL COMPOUNDS,1,1,1,0,Pounds,3.3
327310,SELENIUM COMPOUNDS,1,1,1,0,Pounds,0.061
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.39
332812,ZINC COMPOUNDS,0,1,1,0,Pounds,1432
326199,DI(2-ETHYLHEXYL) PHTHALATE,1,0,0,1,Pounds,90138
424710,MERCURY COMPOUNDS,1,1,1,0,Pounds,0
331111,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,1,0,Pounds,30.184
331111,LEAD COMPOUNDS,1,1,1,0,Pounds,213.461
331111,MANGANESE COMPOUNDS,1,1,1,0,Pounds,260.505
331111,ZINC COMPOUNDS,0,1,1,0,Pounds,1591.282
334419,LEAD,1,1,1,1,Pounds,1
333912,MANGANESE,1,1,1,0,Pounds,250
221112,BARIUM COMPOUNDS,0,1,3,0,Pounds,17300
334411,CHROMIUM,1,1,1,1,Pounds,34.8
334411,NICKEL,1,1,1,1,Pounds,23
334411,NITRIC ACID,0,0,0,0,Pounds,255
424710,NAPHTHALENE,1,0,0,0,Pounds,61
221112,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
221112,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,1,0,Pounds,18229
332813,NICKEL COMPOUNDS,1,1,1,0,Pounds,10205
332813,NITRATE COMPOUNDS,0,0,0,0,Pounds,750
333924,LEAD,1,1,1,1,Pounds,51
325510,BUTYL ACRYLATE,0,0,0,0,Pounds,1969.1
325510,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,14270.7
325510,LEAD,1,1,1,1,Pounds,0.622
325510,METHYL METHACRYLATE,1,0,0,0,Pounds,6981.3
325510,ZINC COMPOUNDS,0,1,1,0,Pounds,971.72
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.5
331421,COPPER,0,1,1,0,Pounds,1124
221112,HYDROGEN FLUORIDE,1,0,0,0,Pounds,130000
331525,COPPER,0,1,1,0,Pounds,2012
331525,LEAD,1,1,1,1,Pounds,80
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,49
339112,MANGANESE,1,1,1,0,Pounds,10
221112,SELENIUM COMPOUNDS,1,1,1,0,Pounds,181100
221112,VANADIUM COMPOUNDS,0,1,1,0,Pounds,11121
331111,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,1,0,Pounds,444
331111,MANGANESE COMPOUNDS,1,1,1,0,Pounds,772
331111,NICKEL COMPOUNDS,1,1,1,0,Pounds,338
333415,CHROMIUM,1,1,1,1,Pounds,283.16
333415,COPPER,0,1,1,0,Pounds,0.16
333415,LEAD,1,1,1,1,Pounds,19
325132,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,1,0,Pounds,1
325132,ZINC COMPOUNDS,0,1,1,0,Pounds,0
424710,BENZENE,1,0,0,1,Pounds,391
311513,NITRATE COMPOUNDS,0,0,0,0,Pounds,2740
311513,NITRIC ACID,0,0,0,0,Pounds,0
335931,NICKEL,1,1,1,1,Pounds,912
325199,METHANOL,1,0,0,0,Pounds,3778
331421,COPPER,0,1,1,0,Pounds,2984
311513,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
325199,NITRIC ACID,0,0,0,0,Pounds,0.02
424710,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
314999,BARIUM COMPOUNDS,0,1,3,0,Pounds,250
314999,ZINC COMPOUNDS,0,1,1,0,Pounds,250
316110,AMMONIA,0,0,0,0,Pounds,750
316110,FORMIC ACID,0,0,0,0,Pounds,500
331492,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,15554
331492,LEAD,1,1,1,1,Pounds,342.8
331492,NITRATE COMPOUNDS,0,0,0,0,Pounds,52.6
339114,LEAD COMPOUNDS,1,1,1,0,Pounds,59.39
332322,CHROMIUM,1,1,1,1,Pounds,1250
332322,NICKEL,1,1,1,1,Pounds,750
331221,CHROMIUM,1,1,1,1,Pounds,5588
331221,COPPER,0,1,1,0,Pounds,517
331221,HYDROGEN FLUORIDE,1,0,0,0,Pounds,500
331221,NICKEL,1,1,1,1,Pounds,2864
331221,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
424710,BENZENE,1,0,0,1,Pounds,110.3
337122,LEAD COMPOUNDS,1,1,1,0,Pounds,430.84
327310,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.212
327310,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,133354
327310,LEAD COMPOUNDS,1,1,1,0,Pounds,541
327310,MERCURY COMPOUNDS,1,1,1,0,Pounds,23
332112,CHROMIUM,1,1,1,1,Pounds,260
332112,LEAD,1,1,1,1,Pounds,0
332112,NICKEL,1,1,1,1,Pounds,306.15
424710,ETHYLBENZENE,1,0,0,0,Pounds,32.7
424710,TOLUENE,1,0,0,0,Pounds,171.92
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,98.28
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,38
424710,BENZENE,1,0,0,1,Pounds,284
424710,CYCLOHEXANE,0,0,0,0,Pounds,235
424710,ETHYLBENZENE,1,0,0,0,Pounds,57
424710,LEAD COMPOUNDS,1,1,1,0,Pounds,0.0002
424710,N-HEXANE,1,0,0,0,Pounds,359
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.01
424710,TOLUENE,1,0,0,0,Pounds,185
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,144
325199,CHLORINE,1,0,0,0,Pounds,100.54
325199,CHLOROBENZENE,1,0,0,0,Pounds,51.1
325199,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,1579
