Primary NAICS,Chemical,Clean Air Act Chemical,Metal,Carcinogen,Unit of Measure,5.2 Stack Air,On-site Release Total,Off-Site Release Total,Total Releases
331512,COBALT,YES,YES,YES,Pounds,2,33,498,535
327320,LEAD,YES,YES,YES,Pounds,0.0002,0.9022,0,0.9022
424690,CHLORODIFLUOROMETHANE,NO,NO,NO,Pounds,0,51492,0,51492
928110,NAPHTHALENE,YES,NO,NO,Pounds,50,100,0,100
331492,LEAD,YES,YES,YES,Pounds,0.01,0.018,0,0.018
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.2,0.2,0,0.2
331521,NICKEL COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
424710,BENZENE,YES,NO,YES,Pounds,326,332,0,332
332813,NICKEL,YES,YES,YES,Pounds,0,0,600,600
325199,CHLOROBENZENE,YES,NO,NO,Pounds,131.66,136.66,0,136.66
334411,NICKEL,YES,YES,YES,Pounds,5,14,0,74
332431,N-BUTYL ALCOHOL,NO,NO,NO,Pounds,18000,33000,0,33000
331111,LEAD,YES,YES,YES,Pounds,5.5,5.5,7.65,16.75
221112,N-HEXANE,YES,NO,NO,Pounds,0.69,0.69,0,0.69
331491,COPPER,NO,YES,NO,Pounds,2,5.7,0,5.7
562211,ALUMINUM (FUME OR DUST),NO,YES,NO,Pounds,0,18600,0,18600
333999,TERT-BUTYL ALCOHOL,NO,NO,NO,Pounds,31962,46074,38927,85001
331312,BERYLLIUM,YES,YES,YES,Pounds,0,0,0,0
424690,METHANOL,YES,NO,NO,Pounds,0,503,0,503
325199,3-IODO-2-PROPYNYL BUTYLCARBAMATE,NO,NO,NO,Pounds,116,121,0,121
331111,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,5118,26,5144
332116,TRICHLOROETHYLENE,YES,NO,YES,Pounds,2970,11880,0,11880
322121,AMMONIA,NO,NO,NO,Pounds,49991,56978,0,56978
332811,METHANOL,YES,NO,NO,Pounds,0,0,0,0
325199,PHENOL,YES,NO,NO,Pounds,1021,2914,0,2914
221112,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.01,0.01,0.2,0.21
331422,COPPER,NO,YES,NO,Pounds,0,0,0,0
327992,TRIETHYLAMINE,YES,NO,NO,Pounds,0.14,2.11,0,2.11
221112,AMMONIA,NO,NO,NO,Pounds,39,44,0,44
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
332813,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
325193,N-HEXANE,YES,NO,NO,Pounds,2533.92,2733.8,0,2733.8
324121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.38,0.38,0,0.38
221112,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.01,0.01,0,0.01
424710,N-HEXANE,YES,NO,NO,Pounds,700,782,0,782
221112,ASBESTOS (FRIABLE),YES,YES,YES,Pounds,0,0,166780,166780
221112,LEAD COMPOUNDS,YES,YES,NO,Pounds,192,192,2.5,196.7
221112,MERCURY COMPOUNDS,YES,YES,NO,Pounds,33.3,33.3,0.3,33.6
325188,ETHYLENE GLYCOL,YES,NO,NO,Pounds,0,1,0,1
325188,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,3135,3140,0,3140
331312,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,123,141,0,141
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
424710,ETHYLBENZENE,YES,NO,NO,Pounds,93.89,101.96,0,101.96
333319,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
333319,NITRIC ACID,NO,NO,NO,Pounds,529.2,531.85,0,531.85
322121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.00031,0.00031,0,0.00031
424710,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
424710,N-HEXANE,YES,NO,NO,Pounds,75,77.39,0,77.39
333912,CHROMIUM,YES,YES,YES,Pounds,0,0,255,256
325998,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,2.52,0,2.52
339112,TERT-BUTYL ALCOHOL,NO,NO,NO,Pounds,456,643,0,643
331221,COPPER,NO,YES,NO,Pounds,9,9,274,533
331221,MANGANESE,YES,YES,NO,Pounds,39,39,480,769
333912,NICKEL,YES,YES,YES,Pounds,5,15,0,15
332811,AMMONIA,NO,NO,NO,Pounds,0,3582,0,3582
327999,LEAD,YES,YES,YES,Pounds,0.2,0.2,3.6,3.8
327999,MANGANESE,YES,YES,NO,Pounds,27,27,574.5,601.5
332618,SILVER,NO,YES,NO,Pounds,0.3,0.6,4.4,8.97
424710,ETHYLBENZENE,YES,NO,NO,Pounds,25.59,31.4,0,31.4
424710,N-HEXANE,YES,NO,NO,Pounds,384.34,476.63,0,476.63
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.45,0.453,0,0.453
424710,TOLUENE,YES,NO,NO,Pounds,433,736,19,755
562211,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,59700.5,22769.9,82470.4
562211,MERCURY,YES,YES,NO,Pounds,0.1,330.1,1606.5,1936.6
562211,POLYCHLORINATED BIPHENYLS,YES,NO,YES,Pounds,0,42400,187.7,42587.7
325211,METHANOL,YES,NO,NO,Pounds,238,6226,46,6272
325211,METHYL ISOBUTYL KETONE,YES,NO,NO,Pounds,0,3,0,3
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.411,0.411,0,0.411
221112,LEAD COMPOUNDS,YES,YES,NO,Pounds,12,156,0,156
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,39000,39005,0,39005
333298,NICKEL COMPOUNDS,YES,YES,NO,Pounds,0,6,0,6
325211,O-CRESOL,YES,NO,NO,Pounds,246,246,0,246
321999,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,581,581,0,581
331511,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,11,6029,6062
221112,HYDROGEN FLUORIDE,YES,NO,NO,Pounds,1776,1776,0,1776
221112,LEAD COMPOUNDS,YES,YES,NO,Pounds,12,2614,0,2614
331315,CHLORINE,YES,NO,NO,Pounds,1226,1381,0,1381
424710,LEAD,YES,YES,YES,Pounds,0.22,0.22,0,0.22
424710,N-HEXANE,YES,NO,NO,Pounds,0,0,0,0
424710,NAPHTHALENE,YES,NO,NO,Pounds,9,9,0,9
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,1.26,1.26,898.43,899.69
325510,TOLUENE,YES,NO,NO,Pounds,8,837,0,837
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
325199,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,0,5,0,5
325199,CHLORINE,YES,NO,NO,Pounds,0,250,0,250
325199,ETHYLENE GLYCOL,YES,NO,NO,Pounds,0,0,0,0
325199,PHENOL,YES,NO,NO,Pounds,90,530,0,530
334111,COPPER COMPOUNDS,NO,YES,NO,Pounds,250,359,1591,1962
336399,NICKEL,YES,YES,YES,Pounds,0,4.74,23.72,31.83
326211,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,4.4,0,4.4
326211,COBALT COMPOUNDS,YES,YES,YES,Pounds,1.1,2.1,43.6,45.7
326211,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.5,2.6,0,2.6
326211,ZINC COMPOUNDS,NO,YES,NO,Pounds,254,549,10347,10896
332991,LEAD,YES,YES,YES,Pounds,0,0,0.715,0.735
332991,MANGANESE,YES,YES,NO,Pounds,0,0,2,3.76
327999,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,1.8,2.7,0,2.7
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.067,0.108,0,0.108
221112,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,11.67,11.67,0,11.67
221112,NAPHTHALENE,YES,NO,NO,Pounds,5.2,5.2,0,5.2
221112,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,45.2,45.2,0,45.2
221112,MERCURY,YES,YES,NO,Pounds,0.02,0.02,24,24.02
221112,ZINC COMPOUNDS,NO,YES,NO,Pounds,15471,15471,4469,19940
424710,LEAD,YES,YES,YES,Pounds,0.46,0.46,146.98,147.44
327999,MALEIC ANHYDRIDE,YES,NO,NO,Pounds,1.4,2.2,0,2.2
327999,STYRENE,YES,NO,YES,Pounds,59,91,0,91
327999,TOLUENE,YES,NO,NO,Pounds,4704,7237.08,0,7237.08
311513,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
331314,LEAD,YES,YES,YES,Pounds,10,10,127,137
325211,CHLORINE,YES,NO,NO,Pounds,9100,9100,0,9100
325211,CHLOROMETHANE,YES,NO,NO,Pounds,5700,14580,0,14580
325211,COPPER COMPOUNDS,NO,YES,NO,Pounds,250,2900,26740,29640
325211,DIMETHYL SULFATE,YES,NO,YES,Pounds,0,5,0,5
325211,LEAD COMPOUNDS,YES,YES,NO,Pounds,2.6,20.7,746.9,767.6
325211,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,83020,7,83027
325211,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,14.4,0,14.4
325211,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,250,250,0,250
325211,TERT-BUTYL ALCOHOL,NO,NO,NO,Pounds,250,250,0,250
327992,"1,2-DIBROMOETHANE",YES,NO,YES,Pounds,0.04,0.58,0,0.58
325910,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
322121,ACETALDEHYDE,YES,NO,YES,Pounds,13779,27436,0,27436
322121,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.8,1.4,0,1.4
336413,MANGANESE,YES,YES,NO,Pounds,0,0,0,0
327212,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,248,248
325992,"N,N-DIMETHYLFORMAMIDE",YES,NO,YES,Pounds,1265,1403,2715,4118
325992,N-METHYL-2-PYRROLIDONE,NO,NO,NO,Pounds,84825,86023,1372,87395
325992,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,1357354,0,1357354
327992,CUMENE,YES,NO,NO,Pounds,0.75,11.16,0,11.16
327992,CUPFERRON,NO,NO,YES,Pounds,0.01,0.16,0,0.16
322121,LEAD COMPOUNDS,YES,YES,NO,Pounds,706,1948,0,1948
322121,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,569,84697,0,84697
322121,METHANOL,YES,NO,NO,Pounds,124937,161929,0,161929
325188,AMMONIA,NO,NO,NO,Pounds,1290.3,3631.8,0,3631.8
424710,TOLUENE,YES,NO,NO,Pounds,661,738.06,0,738.06
325510,METHYL ISOBUTYL KETONE,YES,NO,NO,Pounds,0,5,0,5
331421,COPPER,NO,YES,NO,Pounds,0,0,2052,2052
331421,COPPER,NO,YES,NO,Pounds,0,5,4476,4481
325998,AMMONIA,NO,NO,NO,Pounds,5.5,60.5,0,60.5
325998,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,0,0.97,0,0.97
325998,FORMIC ACID,NO,NO,NO,Pounds,0.04,1.28,0,1.28
424690,AMMONIA,NO,NO,NO,Pounds,0,0,0,0
332999,LEAD COMPOUNDS,YES,YES,NO,Pounds,0.72,0.81,0.0044,0.8144
325510,TOLUENE,YES,NO,NO,Pounds,0,5,0,5
325510,TOLUENE,YES,NO,NO,Pounds,0,5,0,5
324121,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
336391,COPPER,NO,YES,NO,Pounds,5,20,0,42
336391,DIISOCYANATES,YES,NO,NO,Pounds,0,0,0,0
334412,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,2137,2187,0,2187
334412,LEAD COMPOUNDS,YES,YES,NO,Pounds,38,45,4.27,49.27
334412,NICKEL COMPOUNDS,YES,YES,NO,Pounds,10,24,4768,4792
334412,NITRIC ACID,NO,NO,NO,Pounds,248,308,0,308
312120,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,1383337,0,1383337
221112,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,0.04,26245.4,26245.44
336391,MANGANESE,YES,YES,NO,Pounds,5,80,179,288
325412,METHANOL,YES,NO,NO,Pounds,1369,11808,0,11808
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
424710,N-HEXANE,YES,NO,NO,Pounds,490,634.28,40,674.28
424710,NAPHTHALENE,YES,NO,NO,Pounds,1.01,1.56,0,1.56
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
562112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.3074424,0.3327874,0,0.3327874
331524,DIISOCYANATES,YES,NO,NO,Pounds,0,0,0,0
