Primary NAICS,Chemical,Clean Air Act Chemical,Metal,Carcinogen,Unit of Measure,5.2 Stack Air,On-site Release Total,Off-Site Release Total,Total Releases
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.077,0.082,0,0.082
332813,LEAD,YES,YES,YES,Pounds,33,33,1269.9,1303
334513,LEAD,YES,YES,YES,Pounds,0.17,0.17,46.08,46.25
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.21,0.21,0,0.21
221112,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,40000,40000,0,40000
221112,BARIUM COMPOUNDS,NO,YES,NO,Pounds,9100,11405,690000,701405
221112,HYDROGEN FLUORIDE,YES,NO,NO,Pounds,64000,64000,0,64000
334413,HYDROGEN FLUORIDE,YES,NO,NO,Pounds,250,250,0,250
334413,NITRATE COMPOUNDS,NO,NO,NO,Pounds,5,10,0,10
334413,NITRIC ACID,NO,NO,NO,Pounds,250,250,0,250
331524,COPPER,NO,YES,NO,Pounds,892,892,0,892
325193,ACETALDEHYDE,YES,NO,YES,Pounds,18896.46,19182.32,0,19182.32
325193,ACROLEIN,YES,NO,NO,Pounds,3957.69,3966.85,0,3966.85
325193,METHANOL,YES,NO,NO,Pounds,2237.08,2266.37,0,2266.37
337122,LEAD COMPOUNDS,YES,YES,NO,Pounds,5.82,5.82,425,430.82
332813,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,NO,Pounds,0,0,0,0
332813,COPPER,NO,YES,NO,Pounds,0,0,0,0
332813,COPPER COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
324121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,337.69,481.43,0,481.43
221112,LEAD COMPOUNDS,YES,YES,NO,Pounds,34.9,237.46,4670,4907.46
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.16,0.16,0,0.16
221112,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,250,505,25900,26405
221112,HYDROGEN FLUORIDE,YES,NO,NO,Pounds,48000,48000,0,48000
221112,LEAD COMPOUNDS,YES,YES,NO,Pounds,31,347.2,4070.03,4417.23
221112,NICKEL,YES,YES,YES,Pounds,250,505,13000,13505
221112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,1.07,1.07,0,1.07
221112,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,250,505,22000,22505
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,14000,14000,0,14000
221112,MERCURY COMPOUNDS,YES,YES,NO,Pounds,83,84.89,56,140.89
221112,ZINC COMPOUNDS,NO,YES,NO,Pounds,250,505,30000,30505
221112,VANADIUM COMPOUNDS,NO,YES,NO,Pounds,250,505,27000,27505
332410,COPPER,NO,YES,NO,Pounds,0,120.09,600.43,725.895
332410,MANGANESE,YES,YES,NO,Pounds,0,24.56,44.33,68.89
332410,NICKEL,YES,YES,YES,Pounds,0,19.83,97.9,127.48
332410,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,2.65,13.27,15.92
332999,COPPER,NO,YES,NO,Pounds,0,4.5,450,454.5
331312,COPPER,NO,YES,NO,Pounds,0,0,0,0
331312,PHOSPHORUS (YELLOW OR WHITE),YES,NO,NO,Pounds,250,250,0,250
334220,LEAD,YES,YES,YES,Pounds,0,0,0,0
327112,LEAD COMPOUNDS,YES,YES,NO,Pounds,887,887,4119.79,5009.39
331421,COPPER,NO,YES,NO,Pounds,0,5,1119,1124
325510,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,521,548,0,548
325510,COPPER,NO,YES,NO,Pounds,0,0.1,7,7.1
325510,LEAD COMPOUNDS,YES,YES,NO,Pounds,3.22,3.25,19,22.25
325199,AMMONIA,NO,NO,NO,Pounds,3000,4000,5,4005
325199,CHLOROACETIC ACID,YES,NO,NO,Pounds,5,10,0,10
325199,METHYL ISOBUTYL KETONE,YES,NO,NO,Pounds,17000,18500,5,18505
325199,N-BUTYL ALCOHOL,NO,NO,NO,Pounds,250,505,5,510
332813,LEAD COMPOUNDS,YES,YES,NO,Pounds,5,10,1200,1230
332322,NICKEL,YES,YES,YES,Pounds,0,250,500,750
325188,NITRIC ACID,NO,NO,NO,Pounds,143,178,0,178
325188,SILVER,NO,YES,NO,Pounds,27,27,0,70
331421,COPPER,NO,YES,NO,Pounds,0,0,2984,2984
331421,COPPER,NO,YES,NO,Pounds,0,0,3171,3171
311513,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
311513,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
336399,LEAD,YES,YES,YES,Pounds,0,0.088,0.442,0.53
336399,TETRABROMOBISPHENOL A,NO,NO,YES,Pounds,0,0,1.22,1.22
325211,ANTIMONY COMPOUNDS,YES,YES,NO,Pounds,5,255,500,755
325211,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,NO,Pounds,5,260,255,515
325199,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,2300,250,2550
333912,CHROMIUM,YES,YES,YES,Pounds,0,250,0,250
333912,MANGANESE,YES,YES,NO,Pounds,0,250,0,250
333912,NICKEL,YES,YES,YES,Pounds,0,250,0,250
424710,BENZENE,YES,NO,YES,Pounds,59,187,2,189
424710,ETHYLBENZENE,YES,NO,NO,Pounds,6,45,2,47
424710,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
424710,NAPHTHALENE,YES,NO,NO,Pounds,0,7,0,7
424710,STYRENE,YES,NO,YES,Pounds,0,3,0,3
424710,TOLUENE,YES,NO,NO,Pounds,82,386,9,395
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,29,250,11,261
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,9,69,28,97
323119,LEAD,YES,YES,YES,Pounds,0,0.43,0.84,1.27
323119,TOLUENE,YES,NO,NO,Pounds,0,2860,0,2860
311513,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
325211,COPPER COMPOUNDS,NO,YES,NO,Pounds,5,255,1000,1255
325211,CRESOL (MIXED ISOMERS),YES,NO,NO,Pounds,250,4700,0,4700
325211,METHANOL,YES,NO,NO,Pounds,14000,46000,0,46000
325211,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,99000,0,99000
325211,PHENOL,YES,NO,NO,Pounds,250,3655,250,3905
325211,STYRENE,YES,NO,YES,Pounds,4700,5700,255,5955
325211,TOLUENE,YES,NO,NO,Pounds,36000,80005,500,80505
325211,ZINC COMPOUNDS,NO,YES,NO,Pounds,250,500,2500,3000
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
424710,ETHYLBENZENE,YES,NO,NO,Pounds,19,63,14,77
424710,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
424710,N-HEXANE,YES,NO,NO,Pounds,297,603,15,618
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
424710,STYRENE,YES,NO,YES,Pounds,2,6,1,7
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,92,339,80,419
332813,COPPER COMPOUNDS,NO,YES,NO,Pounds,0,32,0,206
332813,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,5.2,0,18.7
334513,LEAD,YES,YES,YES,Pounds,0,7.9,0,7.9
331492,AMMONIA,NO,NO,NO,Pounds,24726,24948,0,24948
331492,LEAD,YES,YES,YES,Pounds,248,285.5,2,287.5
332117,COPPER,NO,YES,NO,Pounds,76,76,777,853
325412,"1,2-DICHLOROETHANE",YES,NO,YES,Pounds,9.05,14.05,0,14.05
325412,TOLUENE,YES,NO,NO,Pounds,1.73,6.73,0,6.73
332813,NICKEL COMPOUNDS,YES,YES,NO,Pounds,0,15,0,193
332994,COPPER,NO,YES,NO,Pounds,0,16,382,435
332994,LEAD COMPOUNDS,YES,YES,NO,Pounds,3.5,11.5,2132.7,2154.2
332994,SODIUM NITRITE,NO,YES,NO,Pounds,120,120,1000,1120
221112,NAPHTHALENE,YES,NO,NO,Pounds,36.11,36.11,0,36.11
221112,NAPHTHALENE,YES,NO,NO,Pounds,11.89,11.89,0,11.89
221112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,3.53,3.53,0,3.53
335314,COPPER COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
335314,LEAD,YES,YES,YES,Pounds,4,4,0,4
327390,LEAD,YES,YES,YES,Pounds,0.0009,0.001,0,0.001
221112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,2,2,0,2
325520,MERCURY COMPOUNDS,YES,YES,NO,Pounds,0.137,0.137,0,0.137
335991,COPPER,NO,YES,NO,Pounds,230,230.05,0,230.05
327390,LEAD,YES,YES,YES,Pounds,0.0022,0.0023,0,0.0023
325520,N-METHYL-2-PYRROLIDONE,NO,NO,NO,Pounds,250,250,0,250
325520,TOLUENE,YES,NO,NO,Pounds,250,250,0,250
325520,"TOLUENE-2,4-DIISOCYANATE",YES,NO,YES,Pounds,24.04,24.04,88.65,112.69
325520,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,250,250,0,250
339999,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,9,12,0,12
339999,CYCLOHEXANE,NO,NO,NO,Pounds,231,308,0,308
339999,DICHLOROMETHANE,YES,NO,YES,Pounds,2656,3541,0,3541
339999,METHANOL,YES,NO,NO,Pounds,294,392,0,392
339999,METHYL ISOBUTYL KETONE,YES,NO,NO,Pounds,47,63,0,63
339999,N-HEXANE,YES,NO,NO,Pounds,757,1009,0,1009
339999,TETRACHLOROETHYLENE,YES,NO,YES,Pounds,56,75,0,75
339999,TOLUENE,YES,NO,NO,Pounds,319,425,0,425
339999,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,53,71,0,71
331314,AMMONIA,NO,NO,NO,Pounds,90209,90209,0,90209
331314,CHROMIUM,YES,YES,YES,Pounds,52.7,52.7,1223.2,1275.9
331314,COPPER,NO,YES,NO,Pounds,51.89,55.68,13405.5,13461.18
331314,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,2296,2296,0,2296
331314,LEAD,YES,YES,YES,Pounds,21.4,23.29,1187.2,1210.49
331314,MANGANESE,YES,YES,NO,Pounds,9.08,173.76,59898.5,60072.26
336350,COPPER,NO,YES,NO,Pounds,0,280,0,280
331221,NICKEL,YES,YES,YES,Pounds,19,19,2743,3012
331221,NITRIC ACID,NO,NO,NO,Pounds,174,227,0,227
325992,AMMONIA,NO,NO,NO,Pounds,20,20,0,20
325992,DIETHANOLAMINE,YES,NO,NO,Pounds,0,0,0,0
325992,ETHYLENE GLYCOL,YES,NO,NO,Pounds,0,0,0,0
325992,HYDROQUINONE,YES,NO,NO,Pounds,1415,1415,0,1415
325992,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
331492,COPPER,NO,YES,NO,Pounds,0.13,0.13,0,0.13
331492,ZINC (FUME OR DUST),NO,YES,NO,Pounds,29,37,0,37
325991,TETRABROMOBISPHENOL A,NO,NO,YES,Pounds,4,4,730,734
334418,LEAD,YES,YES,YES,Pounds,0.1,0.1,0,0.6
327122,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,NO,Pounds,5,10,5009,5025
332116,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,0,2216,2221
221112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.08,0.48,14.25,14.73
327320,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
331491,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,750,755,63405,64160
332813,NITRIC ACID,NO,NO,NO,Pounds,100,100,0,100
221112,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.1,0.1,0,0.1
322121,AMMONIA,NO,NO,NO,Pounds,17700,30250,1350,31600
322121,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.16,0.16,1.5,1.66
322121,CHLORINE,YES,NO,NO,Pounds,647,647,0,647
322121,CHLORINE DIOXIDE,NO,NO,NO,Pounds,2000,2005,0,2005
322121,FORMIC ACID,NO,NO,NO,Pounds,0,0,0,0
322121,LEAD COMPOUNDS,YES,YES,NO,Pounds,123,248,83,331
322121,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,250,40250,28600,68850
322121,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,1420000,50,1420050
322121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,8.7,8.7,18.6,27.3
327910,LEAD,YES,YES,YES,Pounds,2,3,0,3
221112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,8,8,0,8
424690,ACRYLIC ACID,YES,NO,NO,Pounds,0,0,0,0
424690,QUINOLINE,YES,NO,NO,Pounds,0,0,0,0
424690,THIOUREA,NO,NO,YES,Pounds,0,0,0,0
322222,ETHYLBENZENE,YES,NO,NO,Pounds,2561,2697,0,2697
322222,TOLUENE,YES,NO,NO,Pounds,18312,19246,0,19246
221112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,2,2,0,2
325992,DICHLOROMETHANE,YES,NO,YES,Pounds,805,2126,0,2126
332312,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,14263,24465,1332,25797
332312,NICKEL,YES,YES,YES,Pounds,0,1,4.05,5.09
332312,SEC-BUTYL ALCOHOL,NO,NO,NO,Pounds,5094,10503,13,10516
327320,LEAD,YES,YES,YES,Pounds,0,0.15,0,0.15
325510,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0.69,0,0.69
221112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,3.1,3.1,0,3.1
326113,TOLUENE,YES,NO,NO,Pounds,2285,2535,7,2542
325611,AMMONIA,NO,NO,NO,Pounds,0,0,0,0
325199,DIMETHYLAMINE,NO,NO,NO,Pounds,21,39,0,39
325199,N-BUTYL ALCOHOL,NO,NO,NO,Pounds,1,111,0,111
325199,PHENOL,YES,NO,NO,Pounds,0,58,0,58
326150,DIISOCYANATES,YES,NO,NO,Pounds,3,3,0,3
311513,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
326150,MIXTURE,NO,NO,NO,Pounds,5,10,0,10
311513,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
333611,CHROMIUM,YES,YES,YES,Pounds,0,5,1005,1010
333611,NICKEL,YES,YES,YES,Pounds,0,5,1005,1010
221112,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,74.8,74.8,0,74.8
221112,NAPHTHALENE,YES,NO,NO,Pounds,6.5,6.5,0,6.5
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.117,0.117,0,0.117
221112,NAPHTHALENE,YES,NO,NO,Pounds,23,23,0,23
325188,AMMONIA,NO,NO,NO,Pounds,9450,12229,0,12229
325188,LEAD COMPOUNDS,YES,YES,NO,Pounds,2,2,154.81,156.81
334513,LEAD,YES,YES,YES,Pounds,0.2,0.2,20.8,21
334513,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,780.6,780.6
326199,LEAD,YES,YES,YES,Pounds,0,0,21017,21017
336413,LEAD,YES,YES,YES,Pounds,4,5,0,5
325510,TOLUENE,YES,NO,NO,Pounds,333,370,0,370
325510,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,935,1107,0,1107
331492,ALUMINUM (FUME OR DUST),NO,YES,NO,Pounds,4,14,2,16
331492,CHROMIUM,YES,YES,YES,Pounds,3,3,5,8
331492,COBALT,YES,YES,YES,Pounds,4,4,7,11
331492,NICKEL,YES,YES,YES,Pounds,11,12,22,35
332813,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,NO,Pounds,5,10,0,63
332813,COPPER COMPOUNDS,NO,YES,NO,Pounds,5,10,90,138
332813,NICKEL COMPOUNDS,YES,YES,NO,Pounds,250,255,2383,2644
332710,NITRIC ACID,NO,NO,NO,Pounds,250,255,0,255
333315,DICHLOROMETHANE,YES,NO,YES,Pounds,7000,16800,0,16800
333315,METHYL ISOBUTYL KETONE,YES,NO,NO,Pounds,3800,3805,0,3805
333315,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
325510,BUTYL ACRYLATE,NO,NO,NO,Pounds,2105.3,2167,0,2167
325510,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,0.022,29.622,5928.8,5958.422
325510,ETHYLENE GLYCOL,YES,NO,NO,Pounds,1.13,12.73,0,12.73
325510,METHYL METHACRYLATE,YES,NO,NO,Pounds,7611.8,7668.4,0,7668.4
325510,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,309.5,981.47,1290.97
332813,COPPER COMPOUNDS,NO,YES,NO,Pounds,5,15.22,379,394.22
332813,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,75,325,0,325
332211,CHROMIUM,YES,YES,YES,Pounds,250,250,27000,27255
332211,LEAD,YES,YES,YES,Pounds,8.8,8.8,167,175.8
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.0337,0.0337,0,0.0337
221112,LEAD COMPOUNDS,YES,YES,NO,Pounds,26,26,5020,5046
325920,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
325920,COPPER,NO,YES,NO,Pounds,0,0,0,1.4
325920,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
336412,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,NO,Pounds,0,0,211,211.46
336112,STYRENE,YES,NO,YES,Pounds,14662,14662,0,14662
332812,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,48,0,48
332812,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,0,1823,0,1823
332812,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,1598,0,1598
336412,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,6671,6671.418
336412,NICKEL COMPOUNDS,YES,YES,NO,Pounds,0,0,583,583.334
336412,NITRIC ACID,NO,NO,NO,Pounds,161,179,0,179
326150,"4,4'-METHYLENEBIS(2-CHLOROANILINE)",YES,NO,YES,Pounds,2.7,2.85,0,2.85
325188,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,68,68,311,379
325520,CYCLOHEXANE,NO,NO,NO,Pounds,250,500,0,500
325520,METHYL ISOBUTYL KETONE,YES,NO,NO,Pounds,250,500,0,500
325520,N-HEXANE,YES,NO,NO,Pounds,250,500,0,500
334210,LEAD,YES,YES,YES,Pounds,0,0,0,0
333412,LEAD,YES,YES,YES,Pounds,0,0,0,0
339914,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
332991,CHROMIUM,YES,YES,YES,Pounds,7,7,406,414
334515,COPPER,NO,YES,NO,Pounds,0,0,0,0
334515,LEAD,YES,YES,YES,Pounds,0,0.015,0,0.015
325998,"4,4'-ISOPROPYLIDENEDIPHENOL",NO,NO,NO,Pounds,0,454,336000,336454
312120,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,2597,2597,0,2597
424710,BENZENE,YES,NO,YES,Pounds,250,255,0,255
424710,ETHYLBENZENE,YES,NO,NO,Pounds,250,255,0,255
424710,TOLUENE,YES,NO,NO,Pounds,250,255,0,255
334220,COPPER,NO,YES,NO,Pounds,0,0,1066,1066
334220,LEAD,YES,YES,YES,Pounds,0,0,53.3,53.3
334220,MANGANESE,YES,YES,NO,Pounds,0,0,0,0
325320,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,250,500,0,500
325320,BIFENTHRIN,NO,NO,NO,Pounds,5,10,918,928
221112,HYDROGEN FLUORIDE,YES,NO,NO,Pounds,162,162,0,162
324121,LEAD,YES,YES,YES,Pounds,0,0,0,0
331512,NICKEL,YES,YES,YES,Pounds,2,103,1561,1675
327310,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.728,0.728,0,0.728
327310,MERCURY COMPOUNDS,YES,YES,NO,Pounds,91,95.1,1.1,96.2
327310,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,700,700,0,700
324121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.1,0.1,0,0.1
327320,LEAD,YES,YES,YES,Pounds,0.0002,0.9922,0,0.9922
326150,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,0,2812,2812
311511,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
311511,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
333613,AMMONIA,NO,NO,NO,Pounds,20000,20005,0,20005
332991,CHROMIUM,YES,YES,YES,Pounds,1,1,92,93
334419,LEAD,YES,YES,YES,Pounds,1,1,0,1
334417,LEAD,YES,YES,YES,Pounds,0,0,130.45,130.45
324121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.027,0.269,0,0.269
324121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.041,0.354,0,0.354
339991,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,3.9,0,3.9
339991,ZINC COMPOUNDS,NO,YES,NO,Pounds,21,52.1,5203.1,5255.2
334416,LEAD,YES,YES,YES,Pounds,0.54,0.54,0,0.54
339112,ETHYLENE OXIDE,YES,NO,YES,Pounds,205,382,0,382
327212,BARIUM COMPOUNDS,NO,YES,NO,Pounds,4,8,663,671
327212,LEAD COMPOUNDS,YES,YES,NO,Pounds,7.5,9.4,0,9.4
327212,ZINC COMPOUNDS,NO,YES,NO,Pounds,3,56,442,498
322222,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,10559,10725,0,10725
322222,N-METHYL-2-PYRROLIDONE,NO,NO,NO,Pounds,5820,5937,0,5937
325188,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,11607,12357,0,12357
333132,COPPER,NO,YES,NO,Pounds,0,108,0,108
333132,LEAD,YES,YES,YES,Pounds,0,0,0,0
333132,NICKEL,YES,YES,YES,Pounds,0,13,1,14
333132,TRICHLOROETHYLENE,YES,NO,YES,Pounds,4270,16821,0,16821
322121,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
322121,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.011,0.011,0,0.011
327320,LEAD,YES,YES,YES,Pounds,0,0.17,0,0.17
325910,TOLUENE,YES,NO,NO,Pounds,3763,4013,0,4013
339991,ZINC COMPOUNDS,NO,YES,NO,Pounds,750,2546,1142,3688
221112,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0.076,275.53,275.606
332999,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,21,82,0,82
332999,LEAD,YES,YES,YES,Pounds,12.5,13.5,0.037,13.537
332999,TRICHLOROETHYLENE,YES,NO,YES,Pounds,8255,8305,0,8305
332116,SILVER,NO,YES,NO,Pounds,0,0,0,0
325211,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0.1,0,0.1
325211,ETHYLBENZENE,YES,NO,NO,Pounds,750,1030,0.1,1030.1
325211,ETHYLENE,NO,NO,NO,Pounds,0,5,0,5
325211,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,17000,18270,0,18270
335110,MERCURY COMPOUNDS,YES,YES,NO,Pounds,0,0,281,281
325211,MERCURY COMPOUNDS,YES,YES,NO,Pounds,1,1,1.2,2.2
325211,N-BUTYL ALCOHOL,NO,NO,NO,Pounds,5,5,0,5
325211,NAPHTHALENE,YES,NO,NO,Pounds,5,10,0,10
325211,TOLUENE,YES,NO,NO,Pounds,39300,44540,5,44545
325211,ZINC COMPOUNDS,NO,YES,NO,Pounds,250,1180,24740,25920
221112,BARIUM COMPOUNDS,NO,YES,NO,Pounds,3,84,11400,11484
221112,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,600,605,0,605
221112,LEAD COMPOUNDS,YES,YES,NO,Pounds,0.4,3.8,762.6,766.4
221112,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,2,27,4120,4147
221112,MERCURY COMPOUNDS,YES,YES,NO,Pounds,0.3,0.4,49.7,50.1
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,150,155,0,155
541380,TETRACHLOROETHYLENE,YES,NO,YES,Pounds,0,7076,0,7076
333415,CHLORODIFLUOROMETHANE,NO,NO,NO,Pounds,250,500,0,500
331521,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
325510,N-METHYL-2-PYRROLIDONE,NO,NO,NO,Pounds,0,5,0,5
331111,LEAD COMPOUNDS,YES,YES,NO,Pounds,172.641,190.557,0.212,190.769
331111,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,181.077,346.167,0.199,346.366
331111,MERCURY COMPOUNDS,YES,YES,NO,Pounds,127.91,127.91,0.000031,127.910031
311513,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
311513,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
336391,CHROMIUM,YES,YES,YES,Pounds,5,11,1279,1295
562920,COPPER,NO,YES,NO,Pounds,0,0,0,0
562920,LEAD,YES,YES,YES,Pounds,0,0,36.4,36.4
334418,LEAD,YES,YES,YES,Pounds,0.4,0.5,0,0.5
331111,COBALT,YES,YES,YES,Pounds,92,130,145,275
331111,COPPER,NO,YES,NO,Pounds,23,199,1194,1403
331111,MANGANESE,YES,YES,NO,Pounds,163,1076,2940,4016
331111,NITRIC ACID,NO,NO,NO,Pounds,1006,1006,0,1006
326130,STYRENE,YES,NO,YES,Pounds,250,250,0,250
311511,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
334418,LEAD,YES,YES,YES,Pounds,0.0372,0.0372,0,0.0372
325520,DIISOCYANATES,YES,NO,NO,Pounds,0,3.5,2609,2612.5
325520,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,2.1,4.2,0,4.2
311511,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
311511,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
311513,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
323111,COPPER,NO,YES,NO,Pounds,0,0,0,5
323111,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,0,144,144
336412,CHROMIUM,YES,YES,YES,Pounds,5,10,40,50
336412,LEAD,YES,YES,YES,Pounds,1,2,2,4
336412,NICKEL,YES,YES,YES,Pounds,5,10,100,110
335999,CHROMIUM,YES,YES,YES,Pounds,0.4,0.5,1.1,1.6
335999,COPPER,NO,YES,NO,Pounds,4.6,5.1,4,9.1
331312,CHLORINE,YES,NO,NO,Pounds,7858,8251,0,8251
